video_id,video_timestamp,video_duration,video_locationcreated,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified,poi_name,poi_address,poi_city,data_collection_engine
7665823355194363167,2026-07-23T16:30:08,47,US,1142,13,145,144500,"@Josh Groban on authentically sharing the process, catch more on In The Mix with Jack Coyne, presented by @T-Mobile ",True,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7665790476829609246,2026-07-23T14:22:26,47,US,1068,33,168,49000,"maybe all TikTok comments are meant to be sung by @Josh Groban. tap into In the Mix with Jack Coyne, presented by @T-Mobile ",True,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7665760124878802207,2026-07-23T12:24:45,2111,US,992,26,137,35600,"why do all moms love @Josh Groban? find out on In the Mix with Jack Coyne, presented by @T-Mobile ",True,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7665098256803810591,2026-07-21T17:36:16,93,US,3668,228,1121,210700,"from ""who IS this team?"" to knowing their entire story by halftime 🏆 a global sleepover, played out across your For You Page @Rachel DeMita caught up with creators at the TikTok Clubhouse to talk about everything we watched, shared and won't stop quoting ⚽ @Tim @Caden Davis @Joe Felix @Chari @Frank Michael Smith ",False,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7664308035648638238,2026-07-19T14:29:51,62,US,6510,565,959,374200,football history meets timeless fashion when you’re inside @Classic Football Shirts ⚽ who made the best case?,False,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7664238499188591902,2026-07-19T10:00:21,65,US,3413,208,417,193900,🏆 Taste the game before it kicks off. 🌍 Discover the story behind every bite as @Mei brings Spain 🇪🇸 and Argentina 🇦🇷 together in one final Matchup Menu. 🍽️⚽,False,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7663622615168306462,2026-07-17T18:10:04,61,US,3207,246,787,167600,everyone remembers the @madonna moment that changed their life,False,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7663589820970716446,2026-07-17T16:02:55,74,US,6440,517,434,254300,"fish & chips, spice bags and football? say less. @Nicolas Nuvan is back with another Local Pitch ⚽",False,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7663575741371600158,2026-07-17T15:08:09,66,US,12600,42,385,3000000,"who is Josh Groban? like, actually. We’re finding out on Search Files with @Josh Groban and @Track Star 🔎🧔🏻‍♂️🎤  Watch TikTok In The Mix with Jack Coyne, presented by @T-Mobile ",True,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7663542765527010591,2026-07-17T13:00:17,98,US,3803,149,363,117600,the tournament 🏆🌍⚽️ got everyone obsessed with ranch… so naturally we had @ellie b put it to the test 🏴󠁧󠁢󠁥󠁮󠁧󠁿,False,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7662455743957814558,2026-07-14T14:42:08,71,US,6677,460,1287,260500,1 million stargazers. one night sky. @Chasingthemilk has the brightest LIVE in the cosmos 🌙,False,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7662396637670624542,2026-07-14T10:52:51,85,US,5378,259,566,205800,40+ year old legends at the 🌍🏆? that’s old news. meet the Cameroonian 🐐 who came out of retirement to dance his team to victory 🕺🏿 in ep. 3 of Footnotes with @Fa2chainz ,False,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7661266332335263006,2026-07-11T09:46:42,109,US,9827,645,1723,542500,decades of watching ⚽ together = couple goals. kick it with @Sue and Geoff on TikTok,False,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7661032370790731039,2026-07-10T18:38:35,63,US,6428,514,1096,184900,"AI can do some amazing things for creativity, from auto-captions to mind-bending visual effects 🤖✨ But cool tech works best when it's honest. Check out the latest installment of the TikTok Transparency Studio to learn more about the rules in place for AI-generated content on TikTok",False,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7661020987701480735,2026-07-10T17:54:32,67,US,7853,286,529,528300,tacos served with a side of passion. @Nicolas Nuvan is back with ep. 2 of The Local Pitch 🇲🇽 ⚽,False,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7659909888675466527,2026-07-07T18:02:43,71,US,9265,489,1597,691200,@Mei is cheffing up a donut so good you can smell it through the screen. Welcome back to Matchup Menu 🍩,False,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7658708164686171422,2026-07-04T12:19:29,95,US,10900,579,1858,671800,meet the ⚽ fans turning restaurants into stadiums. this is ep. 1 of The Local Pitch with @Nicolas Nuvan ,False,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7657279285719207198,2026-06-30T15:54:34,101,US,14400,921,2301,932900,from 2 twisted legs to 2x 🌍 🏆winner. check out this legendary 🇧🇷 tale. Episode 2 of Footnotes with @Fa2chainz.,False,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7657262375246007583,2026-06-30T14:48:58,61,US,176300,496,1598,23600000,"everybody please say “thank you” to @Audrey Hobert and Gracie Abrams. find out how both keep @Malcolm Todd grounded on TikTok In The Mix with Jack Coyne, presented by @T-Mobile  ",True,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7657202472431144222,2026-06-30T10:56:31,40,US,66700,268,1166,8800000,"if you’re making music in your bedroom rn, keep going. @Malcolm Todd drops some advice for the journey on TikTok In The Mix with Jack Coyne, presented by @T-Mobile ",True,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7655821093684448542,2026-06-26T17:36:12,81,US,10000,645,1616,348700,"when 2 countries meet on the pitch, their cuisines meet in the kitchen. welcome to Matchup Menu with @Mei 👩‍🍳 WARNING: may cause drooling.",False,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7655739740422950174,2026-06-26T12:20:31,68,US,7205,497,806,189300,their TikTok Streak Pets inspired the outfits and @pierrah and @Army ✨ did nothing but DELIVER.,False,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7655732127413112095,2026-06-26T11:51:05,2461,US,81100,657,1105,33300000,"what's Malcolm Todd referring to when he says Do That Again? dive deeper on @Malcolm Todd’s full episode of TikTok In The Mix, presented by @T-Mobile",True,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7655092881387998494,2026-06-24T18:30:26,0,US,7689,571,1198,227200,Bringing the 🌎 together for a ⚽️ sleepover deserves a 🏆,False,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7655021741516885279,2026-06-24T13:54:18,58,US,6276,305,539,219500,🌍🛏️ global sleepover rules: bring a friend 🤗 bring an instrument 🥁 bring your flag ❤️,False,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7654716883307990302,2026-06-23T18:11:21,32,US,43200,824,1445,674300,🚨 here we go TikTok 🚨  @Fabrizio Romano has entered the chat. the upsets. the goals. the chants. drop your hottest ⚽🏆 takes in the comments.,False,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7654341587425692942,2026-06-22T17:54:52,71,US,46600,410,1048,32100000,"what are fans searching about @Malcolm Todd on TikTok? expect the unexpected during TikTok In The Mix with Jack Coyne, presented by @T-Mobile ",True,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7653150706425138446,2026-06-19T12:53:50,78,US,9323,694,1436,193200,"Black history is American history. This #Juneteenth, we’re celebrating artists like @Lex Marie who help tell its full story ❤️🖤💚",False,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7652870361331043614,2026-06-18T18:45:42,82,US,8348,490,947,377100,The biggest tournament in football is here 🌎🏆 and Footnotes with @Fa2chainz is taking us all the way back to one of the game’s wildest plot twists 📚⚽,False,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7651659857640033566,2026-06-15T12:28:30,33,US,11900,850,1842,215300,did you know all of this was in your settings? take a break with TikTok’s Time and Well-being space.,False,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7650608519288245534,2026-06-12T16:28:47,67,US,10400,921,1823,193000,imagine your riskiest texts got out and…oop! that’s what happened to the #ScreenTime cast. all episodes out now on TikTok @HOORAE Media ,False,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7650547481587109150,2026-06-12T12:31:58,28,US,85100,133,969,5600000,"@Lykke Li’s advice for overcoming self-doubt? do it scared. watch the full episode of TikTok In The Mix with Jack Coyne, presented by @T-Mobile ",True,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7650300237860424990,2026-06-11T20:32:29,1838,US,25200,307,1022,6400000,"what’s one memory you’d put in the soundtrack of your life? @Lykke Li has quite a few.  watch the full episode of TikTok In The Mix with Jack Coyne, presented by @T-Mobile ",True,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
